	AS MFQ AQ	AS MFQ LUM	AS MFQ PQP	AS MFQ PYR	AS PYR AQ	AS PYR LUM	AS PYR MFQ	AS PYR PQP	ATM LUM AQ	ATM LUM MFQ	ATM LUM PQP	ATM LUM PYR	DHA PQP AQ	DHA PQP LUM	DHA PQP MFQ	DHA PQP PYR
KH1-081_8_1	5309.86612	4527.83379	11316.1894	9619.86494	10582.11702	5921.04789	9354.7334	14663.4171	5537.234	5094.78764	6171.6627	5356.7045	8261.0261	9021.54913	10169.3185	11656.8883
KH1-081_8_2	4412.54962	3129.19479	10277.1344	8000.02404	8874.28928	4078.95669	7483.02749	13458.9581	4423.8181	4052.02523	5250.0077	4218.9205	7193.2712	6954.73929	8393.8733	10477.4543
KH1-081_8_3	3515.24412	1948.33109	9409.0229	6345.53084	7168.28793	2447.87499	5732.22996	12616.1771	3321.8663	3091.66736	4417.9473	3136.3315	6128.4056	4978.65301	6665.222015	9233.8123
KH1-081_8_4	2640.45552	916.74819	8643.9615	4879.76474	5485.841053	1197.65089	4051.53826	11761.3201	2371.5141	2231.53085	3652.6032	2167.857	4967.26709	3222.20981	4959.679515	7681.3954
KH1-081_9_1	5237.36852	4403.63879	12006.6324	9608.76104	10602.24528	5836.73169	9386.71649	15675.2731	5417.857	5088.12423	6339.2987	5249.8865	8498.8712	9034.45429	10144.0143	12251.9363
KH1-081_9_2	4343.93002	3060.19809	11145.4359	7957.59984	8893.43393	4024.96199	7532.12596	14727.1131	4303.8961	4054.19606	5465.7243	4104.1685	7377.5466	6950.27701	8399.181015	10979.7123
KH1-081_9_3	3447.83812	1878.28439	10220.6425	6301.57974	7170.149053	2409.40889	5711.73126	13957.2451	3219.3063	3090.21595	4696.6912	3030.4295	6166.79509	4950.49281	6655.118515	9350.5204
KH1-081_10_1	5168.74892	4334.64209	12874.9339	9566.33684	10621.38993	5782.73699	9435.81496	16943.4281	5297.935	5090.29506	6555.0153	5135.1345	8683.1466	9029.99201	10149.32202	12754.1943
KH1-081_10_2	4276.52402	2990.15139	11957.0555	7913.64874	8895.295053	3986.49589	7511.62726	16068.1811	4201.3361	4052.74465	5744.4682	3998.2665	7415.93609	6922.11681	8389.077515	11096.4204
KH1-081_11_1	5101.34292	4264.59539	13686.5535	9522.38574	10623.25105	5744.27089	9415.31626	18284.4961	5195.375	5088.84365	6833.7592	5029.2325	8721.53609	9001.83181	10139.21852	12870.9024
KH1-001_1_1	602.4082	779.7594	1033.827	1159.483	1267.767	1392.201	1607.584	2013.855	637.6376	463.8657	588.9359	571.7487	1427.638	2404.461	2300.848	2115.043
KH1-001_1_2	608.7931	676.8158	1081.82	1045.302	1320.622	1068.309	1473.23	1956.242	618.5335	496.3725	582.4405	526.8054	1370.39	1911.817	2090.816	2170.631
KH1-001_1_3	463.9099	441.9244	1016.064	855.6966	1156.84	573.9019	1148.505	1850.592	561.0385	399.7409	555.5885	406.2208	1355.328	1410.244	1978.749	2085.121
KH1-001_1_4	537.2905	258.6387	813.3083	924.7993	1145.39	355.581	1008.24	1778.293	625.5346	332.3908	478.4671	475.3133	1406.751	780.9375	1530.345	2044.358
KH1-001_1_5	471.3577	49.16858	723.0139	778.1176	996.9583	101.8522	509.8505	1606.003	560.8635	225.8499	460.6644	451.238	1229.626	414.8726	957.3808	1733.684
KH1-001_1_6	409.2902	44.92329	699.2852	614.6695	704.4453	117.8692	312.9922	1474.612	457.4514	146.7662	416.1182	246.8047	1002.928	279.6839	491.372	1623.432
KH1-001_1_7	268.5859	11.94104	574.5926	382.7232	351.7232	-0.39588	141.2737	1352.567	166.328	71.87114	249.6538	105.2381	666.4823	236.216	177.251	1049.358
KH1-001_1_8	109.9904	10.19053	411.0525	44.49603	135.062	45.61306	44.84665	817.4762	-5.77335	6.047894	79.00911	-34.8129	327.6775	76.41282	175.0536	784.3818
KH1-001_1_9	76.95497	-80.2865	432.6038	-63.5837	33.37777	-35.0875	-23.7999	1114.798	-97.9871	-29.22	30.91298	-75.9264	158.706	-27.2334	-56.7698	647.36
KH1-001_1_10	75.89367	-76.0258	519.7248	-50.3374	82.40861	-34.1203	-12.8809	1630.117	-112.82	-15.4487	75.1702	-80.5616	109.8921	4.861588	34.11702	356.0946
KH1-001_1_11	-6.53177	-33.4027	491.5666	-111.126	69.35927	-2.20954	13.09726	1815.042	-61.666	12.73764	92.27278	-68.9616	-0.83313	66.05244	52.32715	-44.0274
KH1-001_2__1	1211.2013	1456.5752	2115.647	2204.785	2588.389	2460.51	3080.814	3970.097	1256.1711	960.2382	1171.3764	1098.5541	2798.028	4316.278	4391.664	4285.674
KH1-001_2__2	1072.703	1118.7402	2097.884	1900.9986	2477.462	1642.2109	2621.735	3806.834	1179.572	896.1134	1138.029	933.0262	2725.718	3322.061	4069.565	4255.752
KH1-001_2__3	1001.2004	700.5631	1829.3723	1780.4959	2302.23	929.4829	2156.745	3628.885	1186.5731	732.1317	1034.0556	881.5341	2762.079	2191.1815	3509.094	4129.479
KH1-001_2__4	1008.6482	307.80728	1536.3222	1702.9169	2142.3483	457.4332	1518.0905	3384.296	1186.3981	558.2407	939.1315	926.5513	2636.377	1195.8101	2487.7258	3778.042
KH1-001_2__5	880.6479	94.09187	1422.2991	1392.7871	1701.4036	219.7214	822.8427	3080.615	1018.3149	372.6161	876.7826	698.0427	2232.554	694.5565	1448.7528	3357.116
KH1-001_2__6	677.8761	56.86433	1273.8778	997.3927	1056.1685	117.47332	454.2659	2827.179	623.7794	218.63734	665.772	352.0428	1669.4103	515.8999	668.623	2672.79
KH1-001_2__7	378.5763	22.13157	985.6451	427.21923	486.7852	45.21718	186.12035	2170.0432	160.55465	77.919034	328.66291	70.4252	994.1598	312.62882	352.3046	1833.7398
KH1-001_2__8	186.94537	-70.09597	843.6563	-19.08767	168.43977	10.52556	21.04675	1932.2742	-103.76045	-23.172106	109.92209	-110.7393	486.3835	49.17942	118.2838	1431.7418
KH1-001_2__9	152.84864	-156.3123	952.3286	-113.9211	115.78638	-69.2078	-36.6808	2744.915	-210.8071	-44.6687	106.08318	-156.488	268.5981	-22.371812	-22.65278	1003.4546
KH1-001_2__10	69.3619	-109.4285	1011.2914	-161.4634	151.76788	-36.32984	0.21636	3445.159	-174.486	-2.71106	167.44298	-149.5232	109.05897	70.914028	86.44417	312.0672
KH1-001_3_1	1675.1112	1898.4996	3131.711	3060.4816	3745.229	3034.4119	4229.319	5820.689	1817.2096	1359.9791	1726.9649	1504.7749	4153.356	5726.522	6370.413	6370.795
KH1-001_3_2	1609.9935	1377.3789	2911.1923	2825.7979	3622.852	1997.7919	3629.975	5585.127	1805.1066	1228.5042	1616.4961	1408.3395	4132.469	4102.9985	5599.91	6300.11
KH1-001_3_3	1472.5581	749.73168	2552.3862	2558.6135	3299.1883	1031.3351	2666.5955	5234.888	1747.4366	957.9816	1494.72	1332.7721	3991.705	2606.0541	4466.4748	5863.163
KH1-001_3_4	1417.9384	352.73057	2235.6074	2317.5864	2846.7936	575.3024	1831.0827	4858.908	1643.8495	705.0069	1355.2497	1173.356	3639.305	1475.494	2979.0978	5401.474
KH1-001_3_5	1149.2338	106.03291	1996.8917	1775.5103	2053.1268	219.32552	964.1164	4433.182	1184.6429	444.48724	1126.4364	803.2808	2899.0363	930.7725	1626.0038	4406.474
KH1-001_3_6	787.8665	67.05486	1684.9303	1041.88873	1191.2305	163.08638	499.11255	3644.6552	618.00605	224.685234	744.78111	317.2299	1997.0878	592.31272	843.6766	3457.1718
KH1-001_3_7	455.53127	-58.15493	1418.2489	363.63553	520.16297	10.12968	162.32045	3284.8412	62.56755	48.699034	359.57589	-5.5012	1152.8658	285.39542	295.5348	2481.0998
KH1-001_3_8	262.83904	-146.12177	1363.3811	-69.42507	250.84838	-23.59474	8.16585	3562.3912	-216.58045	-38.620806	185.09229	-191.3009	596.2756	54.041008	152.40082	1787.8364
KH1-001_3_9	146.31687	-189.715	1443.8952	-225.0471	185.14565	-71.41734	-23.58354	4559.957	-272.4731	-31.93106	198.35596	-225.4496	267.76497	43.680628	29.67437	959.4272
KH1-001_4_1	2212.4017	2157.1383	3945.0193	3985.2809	4890.619	3389.9929	5237.559	7598.982	2442.7442	1692.3699	2205.432	1980.0882	5560.107	6507.4595	7900.758	8415.153
KH1-001_4_2	2081.3512	1426.54748	3634.2062	3603.9155	4619.8103	2099.6441	4139.8255	7191.13	2365.9701	1454.3541	2077.1605	1859.5775	5362.095	4517.8711	6557.2908	8033.794
KH1-001_4_3	1881.8483	794.65497	3251.6714	3173.283	4003.6336	1149.2043	2979.5877	6709.5	2204.888	1104.7478	1910.8382	1579.5768	4994.633	2885.738	4957.8468	7486.595
KH1-001_4_4	1686.5243	364.67161	2810.2	2700.3096	3198.5168	574.90652	1972.3564	6211.475	1810.1775	776.87804	1604.9035	1278.5941	4305.7873	1711.71	3156.3488	6450.832
KH1-001_4_5	1259.2242	116.22344	2407.9442	1820.00633	2188.1888	264.93858	1008.96305	5250.6582	1178.86955	450.535134	1205.44551	768.4679	3226.7138	1007.18532	1801.0574	5190.8558
KH1-001_4_6	864.82147	-13.23164	2117.5341	978.30503	1224.60827	127.99888	475.31265	4759.4532	520.01895	195.465234	775.69409	241.3035	2155.7938	565.07932	786.9068	4104.5318
KH1-001_4_7	531.42494	-134.18073	1937.9737	313.29813	602.57158	-23.99062	149.43955	4914.9582	-50.25245	33.250334	434.74609	-86.0628	1262.7579	290.257008	329.65182	2837.1944
KH1-001_4_8	256.30727	-179.52447	1854.9477	-180.55107	320.20765	-25.80428	21.26311	5377.4332	-278.24645	-25.883166	277.36507	-260.2625	595.44247	120.093448	204.72797	1743.809
KH1-001_5_1	2683.7594	2206.30688	4668.0332	4763.3985	5887.5773	3491.8451	5747.4095	9204.985	3003.6077	1918.2198	2666.0964	2431.3262	6789.733	6922.3321	8858.1388	10148.837
KH1-001_5_2	2490.6414	1471.47077	4333.4914	4218.585	5324.2556	2217.5133	4452.8177	8665.742	2823.4215	1601.1203	2493.2787	2106.3822	6365.023	4797.555	7048.6628	9657.226
KH1-001_5_3	2150.4342	806.59601	3826.264	3556.0062	4355.3568	1148.80842	3120.8614	8062.067	2371.216	1176.61894	2160.492	1684.8149	5661.1153	3121.954	5135.0978	8535.953
KH1-001_5_4	1796.5147	374.86214	3221.2525	2744.80563	3333.5788	620.51958	2017.20305	7028.9512	1804.40415	782.925934	1683.91261	1243.7812	4633.4648	1788.12282	3331.4024	7235.2138
KH1-001_5_5	1336.17917	35.93694	2840.548	1756.42263	2221.56657	229.85108	985.16315	6365.4562	1080.88245	421.315134	1236.35849	692.5415	3385.4198	979.95192	1744.2876	5838.2158
KH1-001_5_6	940.71514	-89.25744	2637.2589	927.96763	1307.01688	93.87858	462.43175	6389.5702	407.19895	180.016534	850.86429	160.7419	2265.6859	569.940908	821.02382	4460.6264
KH1-001_5_7	524.89317	-167.58343	2429.5403	202.17213	671.93085	-26.20016	162.53681	6730.0002	-111.91845	45.987974	527.01887	-155.0244	1261.92477	356.309448	381.97897	2793.167
KH1-001_6_1	3093.0496	2251.23017	5367.3184	5378.068	6592.0226	3609.7143	6060.4017	10679.597	3461.0591	2064.986	3082.2146	2678.1309	7792.661	7202.016	9349.5108	11772.269
KH1-001_6_2	2759.2273	1483.41181	4908.084	4601.3082	5675.9788	2217.11742	4594.0914	10018.309	2989.7495	1672.99144	2742.9325	2211.6203	7031.5053	5033.771	7225.9138	10706.584
KH1-001_6_3	2260.4246	816.78654	4237.3165	3600.50223	4490.4188	1194.42148	3165.70805	8879.5432	2365.44265	1182.666834	2239.50111	1650.002	5988.7928	3198.36682	5310.1514	9320.3348
KH1-001_6_4	1873.46967	294.57564	3653.8563	2681.22193	3366.95657	585.43208	1993.40315	8143.7492	1706.41705	753.705934	1714.82559	1167.8548	4792.1708	1760.88942	3274.6326	7882.5738
KH1-001_6_5	1412.07284	-40.08886	3360.2728	1706.08523	2303.97518	195.73078	972.28225	7995.5732	968.06245	405.866434	1311.52869	611.9799	3495.3119	984.813508	1778.40462	6194.3104
KH1-001_6_6	934.18337	-122.66014	3128.8255	816.84163	1376.37615	91.66904	475.52901	8204.6122	345.53295	192.754174	943.13707	91.7803	2264.85277	635.993348	873.35097	4416.599
KH1-001_7_1	3361.6355	2263.17121	5941.911	5760.7912	6943.7458	3609.31842	6201.6754	12032.164	3627.3871	2136.85714	3331.8684	2783.369	8459.1433	7438.232	9526.7618	12821.627
KH1-001_7_2	2869.2177	1493.60234	5319.1365	4645.80423	5811.0408	2262.73048	4638.93805	10835.7852	2983.97615	1679.039334	2821.94161	2176.8074	7359.1828	5110.18382	7400.9674	11490.9658
KH1-001_7_3	2337.37957	736.50004	4669.9203	3536.91853	4523.79657	1159.33398	3141.90815	9994.3412	2267.45555	1153.446834	2270.41409	1574.0756	6147.4988	3171.13342	5253.3816	9967.6948
KH1-001_7_4	1949.36334	218.54984	4173.5811	2630.88453	3449.36518	551.31178	1980.52225	9773.8662	1593.59705	738.257234	1789.99579	1087.2932	4902.0629	1765.751008	3308.74962	8238.6684
KH1-001_7_5	1405.54107	-73.49156	3851.8394	1594.95923	2373.33445	193.52124	985.37951	9810.6152	906.39645	418.604074	1403.80147	543.0183	3494.47877	1050.865948	1830.73177	6150.283
KH1-001_8_1	3471.6259	2273.36174	6352.9635	5805.28723	7078.8078	3654.93148	6246.52205	12849.6402	3621.61375	2142.905034	3410.87751	2748.5561	8786.8208	7514.64482	9701.8154	13606.0088
KH1-001_8_2	2946.17267	1413.31584	5751.7403	4582.22053	5844.41857	2227.64298	4615.13815	11950.5832	2885.98905	1649.819334	2852.85459	2100.881	7517.8888	5082.95042	7344.1976	12138.3258
KH1-001_8_3	2413.27324	660.47424	5189.6451	3486.58113	4606.20518	1125.21368	3129.02725	11624.4582	2154.63555	1137.998134	2345.58429	1493.514	6257.3909	3175.995008	5287.49862	10323.7894
KH1-001_8_4	1942.83157	185.14714	4665.1477	2519.75853	3518.72445	549.10224	1993.61951	11588.9082	1531.93105	750.994874	1882.26857	1018.3316	4901.22977	1831.803448	3361.07677	8194.641
KH1-001_9_1	3548.58087	2193.07524	6785.5673	5741.70353	7112.18557	3619.84398	6222.72215	13964.4382	3523.62665	2113.685034	3441.79049	2672.6297	8945.5268	7487.41142	9645.0456	14253.3688
KH1-001_9_2	3022.06634	1337.29004	6271.4651	4531.88313	5926.82718	2193.52268	4602.25725	13580.7002	2773.16905	1634.370634	2928.02479	2020.3194	7627.7809	5087.812008	7378.31462	12494.4204
KH1-001_9_3	2406.74147	627.07154	5681.2117	3375.45513	4675.56445	1123.00414	3142.12451	13439.5002	2092.96955	1150.735774	2437.85707	1424.5524	6256.55777	3242.047448	5339.82577	10279.762
KH1-001_10_1	3624.47454	2117.04944	7305.2921	5691.36613	7194.59418	3585.72368	6209.84125	15594.5552	3410.80665	2098.236334	3516.96069	2592.0681	9055.4189	7492.273008	9679.16262	14609.4634
KH1-001_10_2	3015.53457	1303.88734	6763.0317	4420.75713	5996.18645	2191.31314	4615.35451	15395.7422	2711.50305	1647.108274	3020.29757	1951.3578	7626.94777	5153.864448	7430.64177	12450.393
KH1-001_11_1	3617.94277	2083.64674	7796.8587	5580.24013	7263.95345	3583.51414	6222.93851	17409.5972	3349.14065	2110.973974	3609.23347	2523.1065	9054.58577	7558.325448	9731.48977	14565.436
KH1-060_1_1	667.7294	1128.375	1636.007	1506.8	1362.521	1412.166	1611.352	2033.3	1238.319	863.9604	975.6088	919.9586	1125.242	1672.059	1591.572	1644.379
KH1-060_1_2	656.2463	1012.872	1621.797	1285.525	1360.067	1229.092	1517.825	1965.24	1197.192	867.6258	955.1515	889.3551	1026.059	1609.999	1551.886	1607.853
KH1-060_1_3	629.3515	837.7887	1492.739	1118.09	1344.069	986.4017	1384.343	1904.683	1139.316	793.8475	904.4182	791.4088	1033.664	1426.597	1537.21	1556.214
KH1-060_1_4	702.6681	709.9028	1423.384	1197.067	1341.009	630.8771	1214.979	1899.159	1183.482	752.8712	880.3233	821.317	1134.725	1200.374	1451.716	1482.874
KH1-060_1_5	726.2579	281.108	1221.765	984.0091	1274.256	292.976	893.4098	1737.198	1064.239	601.9025	876.8294	790.9998	1047.094	660.7544	1293.343	1375.425
KH1-060_1_6	647.4266	138.4942	1099.918	810.4778	992.2228	66.74748	680.5817	1658.268	950.0046	395.5662	681.2764	629.927	962.0234	189.8945	1007.461	1263.52
KH1-060_1_7	247.09	44.51627	762.9449	432.5603	270.2551	39.57157	357.8181	1296.391	328.061	202.0292	371.2894	388.3011	706.7339	-12.7965	515.9442	891.8755
KH1-060_1_8	6.423305	117.4086	693.8379	57.0066	2.06957	72.11721	169.0395	653.9388	81.00415	45.89719	174.9693	-11.5908	291.9943	-54.9579	71.18113	717.5926
KH1-060_1_9	-50.4875	-50.2358	714.8247	-112.235	-34.347	-20.8167	53.01278	831.0783	-17.9912	-10.5083	178.3766	-56.3766	191.6342	-86.9655	-31.8513	737.0537
KH1-060_1_10	-86.2418	-24.8828	804.2954	-126.5	-24.0365	-0.67376	113.6137	1109.804	-14.5672	-15.0786	224.0264	-65.8512	138.538	-72.6738	-34.8072	592.7815
KH1-060_1_11	-70.5769	-23.6379	641.0663	-45.3278	-34.2766	2.026282	66.84435	1219.4	-30.331	-25.474	221.5047	-71.1736	54.87438	-46.4801	-44.5022	204.2706
KH1-060_2__1	1323.9757	2141.247	3257.804	2792.325	2722.588	2641.258	3129.177	3998.54	2435.511	1731.5862	1930.7603	1809.3137	2151.301	3282.058	3143.458	3252.232
KH1-060_2__2	1285.5978	1850.6607	3114.536	2403.615	2704.136	2215.4937	2902.168	3869.923	2336.508	1661.4733	1859.5697	1680.7639	2059.723	3036.596	3089.096	3164.067
KH1-060_2__3	1332.0196	1547.6915	2916.123	2315.157	2685.078	1617.2788	2599.322	3803.842	2322.798	1546.7187	1784.7415	1612.7258	2168.389	2626.971	2988.926	3039.088
KH1-060_2__4	1428.926	991.0108	2645.149	2181.0761	2615.265	923.8531	2108.3888	3636.357	2247.721	1354.7737	1757.1527	1612.3168	2181.819	1861.1284	2745.059	2858.299
KH1-060_2__5	1373.6845	419.6022	2321.683	1794.4869	2266.4788	359.72348	1573.9915	3395.466	2014.2436	997.4687	1558.1058	1420.9268	2009.1174	850.6489	2300.804	2638.945
KH1-060_2__6	894.5166	183.01047	1862.8629	1243.0381	1262.4779	106.31905	1038.3998	2954.659	1278.0656	597.5954	1052.5658	1018.2281	1668.7573	177.098	1523.4052	2155.3955
KH1-060_2__7	253.513305	161.92487	1456.7828	489.5669	272.32467	111.68878	526.8576	1950.3298	409.06515	247.92639	546.2587	376.7103	998.7282	-67.7544	587.12533	1609.4681
KH1-060_2__8	-44.064195	67.1728	1408.6626	-55.2284	-32.27743	51.30051	222.05228	1485.0171	63.01295	35.38889	353.3459	-67.9674	483.6285	-141.9234	39.32983	1454.6463
KH1-060_2__9	-136.7293	-75.1186	1519.1201	-238.735	-58.3835	-21.49046	166.62648	1940.8823	-32.5584	-25.5869	402.403	-122.2278	330.1722	-159.6393	-66.6585	1329.8352
KH1-060_2__10	-156.8187	-48.5207	1445.3617	-171.8278	-58.3131	1.352522	180.45805	2329.204	-44.8982	-40.5526	445.5311	-137.0248	193.41238	-119.1539	-79.3094	797.0521
KH1-060_3_1	1953.3272	2979.0357	4750.543	3910.415	4066.657	3627.6597	4513.52	5903.223	3574.827	2525.4337	2835.1785	2600.7225	3184.965	4708.655	4680.668	4808.446
KH1-060_3_2	1988.2659	2560.5635	4537.92	3600.682	4045.145	2846.3708	4117.147	5769.082	3519.99	2414.3445	2739.893	2502.0809	3194.448	4236.97	4540.812	4646.941
KH1-060_3_3	2058.2775	1828.7995	4137.888	3299.1661	3959.334	1910.2548	3492.7318	5541.04	3387.037	2148.6212	2661.5709	2403.7256	3215.483	3287.7254	4282.269	4414.513
KH1-060_3_4	2076.3526	1129.505	3745.067	2991.5539	3607.4878	990.60058	2788.9705	5294.625	3197.7256	1750.3399	2438.4291	2242.2438	3143.8424	2051.0229	3752.52	4121.819
KH1-060_3_5	1620.7745	464.11847	3084.6279	2227.0472	2536.7339	399.29505	1931.8096	4691.857	2342.3046	1199.4979	1929.3952	1809.2279	2715.8513	837.8524	2816.7482	3530.8205
KH1-060_3_6	900.939905	300.41907	2556.7008	1300.0447	1264.54747	178.43626	1207.4393	3608.5978	1359.06975	643.49259	1227.5351	1006.6373	1960.7516	122.1401	1594.58633	2872.9881
KH1-060_3_7	203.025805	111.68907	2171.6075	377.3319	237.97767	90.87208	579.87038	2781.4081	391.07395	237.41809	724.6353	320.3337	1190.3624	-154.7199	555.27403	2346.5218
KH1-060_3_8	-130.305995	42.29	2212.958	-181.7284	-56.31393	50.62675	335.66598	2594.8211	48.44575	20.31029	577.3723	-133.8186	622.1665	-214.5972	4.52263	2047.4278
KH1-060_3_9	-207.3062	-98.7565	2160.1864	-284.0628	-92.6601	-19.464178	233.47083	3160.2823	-62.8894	-51.0609	623.9077	-193.4014	385.04658	-206.1194	-111.1607	1534.1058
KH1-060_4_1	2655.9953	3688.9385	6173.927	5107.482	5407.666	4258.5368	5728.499	7802.382	4758.309	3278.3049	3715.5018	3422.0395	4319.69	5909.029	6132.384	6291.32
KH1-060_4_2	2714.5238	2841.6715	5759.685	4584.6911	5319.401	3139.3468	5010.5568	7506.28	4584.229	3016.247	3616.7224	3293.0807	4241.542	4897.7244	5834.155	6022.366
KH1-060_4_3	2705.7041	1967.2937	5237.806	4109.6439	4951.5568	1977.00228	4173.3135	7199.308	4337.0416	2544.1874	3342.8473	3033.6526	4177.5064	3477.6199	5289.73	5678.033
KH1-060_4_4	2323.4426	1174.02127	4508.0119	3424.1142	3877.7429	1030.17215	3146.7886	6591.016	3525.7866	1952.3691	2809.7185	2630.5449	3850.5763	2038.2264	4268.4642	5013.6945
KH1-060_4_5	1627.197805	581.52707	3778.4658	2284.0538	2538.80347	471.41226	2100.8491	5345.7958	2423.30875	1245.39509	2104.3645	1797.6371	3007.8456	782.8945	2887.92933	4248.4131
KH1-060_4_6	850.452405	250.18327	3271.5255	1187.8097	1230.20047	157.61956	1260.45208	4439.6761	1341.07855	632.98429	1405.9117	950.2607	2152.3858	35.1746	1562.73503	3610.0418
KH1-060_4_7	116.784005	86.80627	2975.9029	250.8319	213.94117	90.19832	693.48408	3891.2121	376.50675	222.33949	948.6617	254.4825	1328.9004	-227.3937	520.46683	2939.3033
KH1-060_4_8	-200.882895	18.6521	2854.0243	-227.0562	-90.59053	52.653032	402.51033	3814.2211	18.11475	-5.16371	798.877	-204.9922	677.04088	-261.0773	-39.97957	2251.6984
KH1-060_5_1	3382.2532	3970.0465	7395.692	6091.4911	6681.922	4551.5128	6621.9088	9539.58	5822.548	3880.2074	4592.3312	4213.0393	5366.784	6569.7834	7425.727	7666.745
KH1-060_5_2	3361.9504	2980.1657	6859.603	5395.1689	6311.6238	3206.09428	5691.1385	9164.548	5534.2336	3411.8132	4297.9988	3923.0077	5203.5654	5087.6189	6841.616	7285.886
KH1-060_5_3	2952.7941	2011.80997	6000.7509	4542.2042	5221.8119	2016.57385	4531.1316	8495.699	4665.1026	2746.2166	3714.1367	3421.9537	4884.2403	3464.8234	5805.6742	6569.9085
KH1-060_5_4	2329.865905	1291.42987	5201.8498	3481.1208	3879.81247	1102.28936	3315.8281	7244.9548	3606.79075	1998.26629	2984.6878	2618.9541	4142.5706	1983.2685	4339.64533	5731.2871
KH1-060_5_5	1576.710305	531.29127	4493.2905	2171.8188	2504.45647	450.59556	2153.86188	6176.8741	2405.31755	1234.88679	2282.7411	1741.2605	3199.4798	695.929	2856.07803	4985.4668
KH1-060_5_6	764.210605	225.30047	4075.8209	1061.3097	1206.16397	156.9458	1374.06578	5549.4801	1326.51135	617.90569	1629.9381	884.4095	2290.9238	-37.4992	1527.92783	4202.8233
KH1-060_5_7	46.207105	63.16837	3616.9692	205.5041	179.66457	92.224602	760.32843	5110.6121	346.17575	196.86549	1170.1664	183.3089	1383.77478	-273.8738	475.96463	3143.5739
KH1-060_6_1	4029.6798	4108.5407	8495.61	6901.9689	7674.1448	4618.26028	7302.4905	11197.848	6772.5526	4275.7736	5273.6076	4842.9663	6328.8074	6759.6779	8433.188	8930.265
KH1-060_6_2	3609.0404	3024.68197	7622.5479	5827.7292	6581.8789	3245.66585	6048.9566	10460.939	5862.2946	3613.8424	4669.2882	4311.3088	5910.2993	5074.8224	7357.5602	8177.7615
KH1-060_6_3	2959.217405	2129.21857	6694.5888	4599.2108	5223.88147	2088.69106	4700.1711	9149.6378	4746.10675	2792.11379	3889.106	3410.3629	5176.2346	3409.8655	5876.85533	7287.5011
KH1-060_6_4	2279.378405	1241.19407	5916.6745	3368.8858	3845.46547	1081.47266	3368.84088	8076.0331	3588.79955	1987.75799	3163.0644	2562.5775	4334.2048	1896.303	4307.79403	6468.3408
KH1-060_6_5	1490.468505	506.40847	5297.5859	2045.3188	2480.41997	449.9218	2267.47558	7286.6781	2390.75035	1219.80819	2506.7675	1675.4093	3338.0178	623.2552	2821.27083	5578.2483
KH1-060_6_6	693.633705	201.66257	4716.8872	1015.9819	1171.88737	158.972082	1440.91013	6768.8801	1296.18035	592.43169	1851.4428	813.2359	2345.79818	-83.9793	1483.42563	4407.0939
KH1-060_7_1	4276.7698	4153.05697	9258.5549	7334.5292	7944.3999	4657.83185	7660.3086	12494.239	7100.6136	4477.8028	5644.897	5231.2674	7035.5413	6746.8814	8949.1322	9822.1405
KH1-060_7_2	3615.463705	3142.09057	8316.3858	5884.7358	6583.94847	3317.78306	6217.9961	11114.8778	5943.29875	3659.73959	4844.2575	4299.718	6202.2936	5019.8645	7428.74133	8895.3541
KH1-060_7_3	2908.729905	2078.98277	7409.4135	4486.9758	5189.53447	2067.87436	4753.18388	9980.7161	4728.11555	2781.60549	4067.4826	3353.9863	5367.8688	3322.9	5845.00403	8024.5548
KH1-060_7_4	2193.136605	1216.31127	6720.9699	3242.3858	3821.42897	1080.7989	3482.45458	9185.8371	3574.23235	1972.67939	3387.0908	2496.7263	4472.7428	1823.6292	4272.98683	7061.1223
KH1-060_7_5	1419.891605	482.77057	5938.6522	1999.991	2446.14337	451.948082	2334.31993	8506.0781	2360.41935	1194.33419	2728.2722	1604.2357	3392.89218	576.7751	2776.76863	5782.5189
KH1-060_8_1	4283.193105	4270.46557	9952.3928	7391.5358	7946.46947	4729.94906	7829.3481	13148.1778	7181.61775	4523.69999	5819.8663	5219.6766	7327.5356	6691.9235	9020.31333	10539.7331
KH1-060_8_2	3564.976205	3091.85477	9031.2105	5772.5008	6549.60147	3296.96636	6271.00888	11945.9561	5925.30755	3649.23129	5022.6341	4243.3414	6393.9278	4932.899	7396.89003	9632.4078
KH1-060_8_3	2822.488105	2054.09997	8213.7089	4360.4758	5165.49797	2067.2006	4866.79758	11090.5201	4713.54835	2766.52689	4291.509	3288.1351	5506.4068	3250.2262	5810.19683	8617.3363
KH1-060_8_4	2122.559705	1192.67337	7362.0362	3197.058	3787.15237	1082.825182	3549.29893	10405.2371	3543.90135	1947.20539	3608.5955	2425.5527	4527.61718	1777.1491	4228.48463	7265.3929
KH1-060_9_1	4232.705605	4220.22977	10667.2175	7279.3008	7912.12247	4709.13236	7882.36088	13979.2561	7163.62655	4513.19169	5998.2429	5163.3	7519.1698	6604.958	8988.46203	11276.7868
KH1-060_9_2	3478.734405	3066.97197	9835.5059	5646.0008	6525.56497	3296.2926	6384.62258	13055.7601	5910.74035	3634.15269	5246.6605	4177.4902	6532.4658	4860.2252	7362.08283	10225.1893
KH1-060_9_3	2751.911205	2030.46207	8854.7752	4315.148	5131.22137	2069.226882	4933.64193	12309.9201	4683.21735	2741.05289	4513.0137	3216.9615	5561.28118	3203.7461	5765.69463	8821.6069
